source target similarity
ATF1 HAND2 0.0197867517236
CHURC1 STAT5A 0.0042825127179
NFE2L2 NFYA 0.00281975283487
ETV7 EBF1 0.00401088454441
CDC25A NFYA 0.00159987648404
TCF7 RARA 0.00560211728428
GTF2IRD1 NFE2L2 0.00238107641235
DEAF1 NHLH1 0.0151963311031
EGR3 HOXB3 0.024259061147
EBF3 ZNF589 0.00635813135718
SP1 TBX5 0.0459182933315
RARA FOXO1 0.00246316782521
FOXO1 PATZ1 0.00497088259195
IKZF1 GBX2 0.0383422232314
CREB1 ELF1 0.00699499840801
SOX9 EGR1 0.00474819789982
PATZ1 DDIT3 0.0134234561356
ZNF148 ARX 0.031002236584
ZNF238 PRDM1 0.00482054675559
STAT1 FCGR1A 0.524251837806
ZNF143 NR3C1 0.00368395611222
ETV6 EGR2 0.00473301679039
IRF1 RB1 0.020631508156
PATZ1 NFIX 0.00481230350332
RFX4 ESRRA 0.003153653822
TERF1 ZNF217 0.0135499184802
SOX9 RFX2 0.0125283472402
NR3C1 EBF1 0.00441525698056
GTF2IRD1 SPI1 0.00419561511263
STAT5A STAT3 0.0051540529525
GABPA IRF5 0.0052386246197
TBX5 EGR1 0.00501914448231
NFE2L2 RELB 0.00502702296898
EGR2 ITGB2 0.0170770393141
ATF6 FOS 0.00476113617252
NKX2-5 STAT3 0.00245774330526
NFIB SMAD1 0.00490277298428
MAD1L1 FOXJ1 0.0167331097882
ZNF148 E2F2 0.0239230787651
SREBF2 FOXJ1 0.0205851837758
SRF DLX2 0.0243092553207
ATF1 EGR1 0.00489204338178
ZNF263 EN1 0.0380862689798
ASCL1 TRIM28 0.00213014565682
ARNTL2 ASCL1 0.011083778577
EGR3 NFIB 0.00659627239841
FST CTNNB1 0.00172530760265
TCF3 MAZ 0.00548785511717
RELB BRF1 0.00523217308319
STAT1 REST 0.0057010703533
POU3F3 HSF2 0.00582746928015
SOX12 ASCL1 0.0113970683252
NKX2-5 SMAD5 0.00416937539071
STAT1 RELA 0.00162481369128
PATZ1 ATF1 0.00378495937517
IKZF1 HSF1 0.00454198791491
EGR2 CREM 0.00908599375229
RFX4 TRIM28 0.00162731710977
FOXJ1 PAX3 0.0241750395118
CEBPB FOS 0.00681618007354
GADD45A FOXO1 0.00165228424509
SMAD7 ZNF384 0.00283157708257
ZNF263 NFYA 0.00338466799969
EGR3 SREBF2 0.00701012354872
PLS3 CTNNB1 0.0015708937823
CREB1 AKAP8L 0.637416144429
NFE2L3 TBX5 0.028027343454
EBF1 ETV4 0.0129003245055
NR3C1 ZNF263 0.00237854466664
ATF6 MEF2A 0.00262194600519
ESRRA NHLH1 0.0125847067248
SMAD7 SREBF2 0.00442985282935
PATZ1 E2F2 0.0238876147977
CCND1 STAT5A 0.00362227818001
FOXJ1 GLI3 0.0065320563296
IRF1 HIF1A 0.00409045468806
CEBPD CREB1 0.00124937090709
JUNB ASCL1 0.0140434798368
FOXO1 RELA 0.00177018914316
POU3F3 RELA 0.00136925871036
FOXO1 CITED2 0.193697160315
E2F3 IRF2 0.00366317555044
FOS IKZF1 0.00862072065122
ASCL1 BHLHE41 0.00453608749987
MEIS2 EBF3 0.0248390990867
CEBPD POU2F1 0.00644021454369
E2F2 ZNF148 0.00148742986979
MYCN E2F2 0.0203069283268
ZNF148 ATF1 0.0037629164581
STAT1 IRF8 0.00809591130176
RELA FOS 0.00713763035033
IKZF1 POU2F1 0.00786969694923
ZNF263 TRIM28 0.00310385181354
MAFG GLI3 0.00718496344631
HOXD3 IRF8 0.00623495014141
ZNF217 SRF 0.00274385806366
ZNF384 E2F1 0.00622376819525
CTNNB1 NOTCH1 0.0297246518741
MAFB BRF1 0.00514982207616
ASCL1 MXD3 0.00757999723584
HSF1 EBF1 0.00414114841603
GTF2IRD1 TRIM28 0.00200431191673
SREBF2 ZNF589 0.0076939479635
TRIM28 ZNF384 0.0033078155502
VDR HAND2 0.0236491821529
MAFG BACH1 0.00549711017213
NHLH1 SOX12 0.0121253971937
EBF1 BRF1 0.00564572195052
TCF3 GLI3 0.0100767793424
CREM SPI1 0.0041010564919
SOX12 HBP1 0.00319610112348
ZNF238 REST 0.00431225606808
NFIB ZNF238 0.00830642294552
DRAM1 E2F1 0.00411900954348
IRF2 SOX4 0.0230791942459
BHLHE41 ONECUT2 0.0446821196068
REST ZNF148 0.00231888623692
TBX5 NFIX 0.00378004973385
LMO2 FOS 0.00638852692301
NR3C1 CUX1 0.00368273343542
SREBF2 MAFG 0.00400593983663
FOS JUNB 0.00707979604074
CTNNB1 CD44 0.537119501598
E2F1 RFX4 0.015032321676
SFRP2 FOXO1 0.00163947055508
E2F3 VDR 0.00692619982978
CDT1 E2F2 0.015873197864
CEBPB DDIT3 0.0114547884767
JUNB NFE2L2 0.00297240727101
NFE2L3 ZNF384 0.00275841397842
RUNX1 CEBPD 0.0103993589855
SOX15 HBP1 0.00312189472842
E2F1 THRB 0.00930250587756
FOXO1 IL8 0.44010530169
FOXO1 BIRC5 0.173622260567
EGR3 ATF1 0.00411628888543
RELA ETV4 0.0128663409878
TCF3 ZNF263 0.00346844830426
TCF3 SOX12 0.0139704492848
EN1 LMO2 0.00491763896988
TP73 TRIM28 0.00171836882315
SOX4 GTF2IRD1 0.00443498756329
NHLH1 RFX2 0.0130768918707
TFAP4 NKX2-5 0.041739396709
MAD1L1 RUNX1 0.0101590592748
FOXO1 CASP8 0.27001436745
PATZ1 SOX12 0.013768543319
RELA RELB 0.00612106877544
TERF1 DLX5 0.039598766278
THRB TCF3 0.00309440107005
SP1 PLA2G4A 0.787602436104
FOXO1 ZNF143 0.00177210715429
FOS SMAD1 0.0057770951066
FOXM1 ONECUT2 0.0420488535339
TFAP4 GLI3 0.00877590940098
JUNB DEAF1 0.00377143188145
STAT1 TCF3 0.00422519566833
TFAP4 IRF2 0.00438474584341
ETV6 STAT1 0.00317561022223
EN1 PRDM1 0.00401328899455
ZNF217 CEBPD 0.00807623413052
TFCP2L1 GATA2 0.00538434717104
EGR3 GBX2 0.0414322896597
NHLH1 E2F3 0.00662353686575
DLX2 TP73 0.0215371713573
TNFRSF11B RBPJ 0.00212408980638
IRF8 BHLHE41 0.00450084169196
ZNF148 NHLH1 0.0176792567089
EGR3 RFX4 0.0152437965436
MYCN ZNF263 0.00216973327644
NFIB GATA2 0.00603569159802
LMO2 ELK3 0.0106263091487
MXD4 SMAD7 0.0050805194668
NR3C1 LMO2 0.00633941816574
SOX13 HNF4G 0.0199800695477
GABPA EGR2 0.0056031215356
POU2F1 IKZF1 0.00704771076936
EGR2 STAT5A 0.00744042320895
ZNF148 HSF2 0.0068504304945
VDR SMAD7 0.00695361053482
SRF FOS 0.00633315026473
BHLHE41 DEAF1 0.00373755431161
EBF1 ESRRA 0.0039736078722
STAT5A CD84 0.838996395576
IRF1 BACH1 0.00548018658765
MAZ STAT3 0.00410086612626
IKZF1 HBP1 0.00382005233634
SOX10 TRIM28 0.00142956499865
CREB1 BHLHE41 0.00448144527858
ACSS2 SP1 0.000573184762373
EGFR EGR1 0.00258613564813
TFCP2L1 MEIS2 0.00812542694527
ZNF384 REST 0.00408175915925
ZNF350 TP73 0.0204207470349
DDIT3 IRF2 0.00362554640536
ZNF148 RUNX1 0.0138752687086
VDR ZNF148 0.00241984809943
ESRRA POU3F3 0.00655668950067
ATF6 PATZ1 0.00305215946696
CEBPB DLX2 0.0263300041499
FOXO1 EGR1 0.00667699713354
NR3C1 EGR3 0.00558350384621
NFIX IRF8 0.00729749768437
FOXO1 ARNTL2 0.0125063896088
SMAD5 IRF5 0.00455487689421
E2F1 CTNNB1 0.00461613285976
SPP1 CREB1 0.000885403738459
STAT1 ETV6 0.00450371892063
ESRRA TERF1 0.00465816164519
TRIM28 RELA 0.00178202969415
SMC3 CTNNB1 0.00170674808988
ELK3 EGR3 0.00447771177248
IKZF1 MEIS2 0.0106433985895
SP1 TIMP1 0.40444231212
CREB1 NFYC 0.00302600120971
SP1 NR3C1 0.00536968309865
ZNF263 DLX1 0.0244537912999
MXD3 HINFP 0.00620123482987
THRB TFAP4 0.00542017231092
IKZF1 CREB1 0.00145349115599
TFCP2L1 JUNB 0.00458653373987
RUNX1 SOX15 0.0110536617867
FOS ETV4 0.0134858613554
TBX5 IRF2 0.00371983614917
SMAD7 ZNF350 0.004384962108
MAZ RUNX1 0.0143391993289
PRDM1 IRF2 0.00409364725875
SPI1 POU4F1 0.0489393087511
RACGAP1 E2F1 0.0041503193667
MXD3 ASCL1 0.0137945163395
ETV7 DEAF1 0.00322618613928
POU4F1 STAT5A 0.00438652268382
E2F1 HIF1A 0.00526114352097
CREB1 RELA 0.00151975228815
DEAF1 EGR2 0.0070423399927
GABPA ELF1 0.00599745879109
HNF4G GLI3 0.00578815493504
IKZF1 NFYA 0.00298164231167
VDR MYBL2 0.0187272599528
E2F3 ZNF263 0.00229088266252
IRF2 MAZ 0.00397249258267
ETV7 CHURC1 0.0106908432838
VDR FOXJ1 0.0210675846851
SOX12 DLX5 0.0436183420079
CHURC1 ZNF148 0.00127263266092
POU2F1 HOXD3 0.0202363636408
NHLH1 DLX2 0.0265737987097
STAT5A MYCN 0.0153820430649
TCF3 NR3C1 0.00466181641045
IRF1 EGR3 0.00664938094137
EGR1 MEF2A 0.00465057109929
NFE2L2 SPI1 0.00531877079661
IRF1 RELA 0.00161903256078
DLX5 SOX15 0.0103347994358
STAT3 CHI3L1 4.22206046288
CEBPD SP1 0.00119217962913
NFE2L2 FOS 0.00740873158155
E2F1 ZNF143 0.0018426938173
FOS GABPA 0.00244737708875
NHLH1 MAZ 0.00396971786152
GLI3 NKX2-5 0.0408794897983
EGR2 HBP1 0.004311875775
DLX1 FOXM1 0.0110756495711
THRB GTF2IRD1 0.00465384429067
DLX2 TCF3 0.00322942820125
VDR ITGB2 0.01617556727
E2F1 ASCL1 0.0155530482378
BCL2L1 STAT3 0.00171793513027
MYBL2 SREBF2 0.00347676692456
CLCN3 STAT3 0.00165958345922
IRF2 NFIX 0.00417956811079
STAT3 JUNB 0.00669769143219
MAFG ATF1 0.00315999452569
DLX2 MAZ 0.00311411296188
RARA MAZ 0.00347296557939
RELB STAT1 0.00353860773827
IRF8 SPI1 0.00487706479846
TBX5 CREM 0.00704048431508
ZNF148 GBX2 0.0395142662439
EBF3 NFIB 0.00463758058003
ZNF148 SMAD1 0.00630488240728
FOXJ1 MEF2A 0.00300978511154
SP1 EGFR 1.0234151906
POU2F1 SATB1 0.021552724022
ELF1 TFAP4 0.0064612779251
VDR TBX5 0.0365823689441
RELA SP1 0.00159622935958
CTNNB1 LYZ 1.92732463453
VDR E2F3 0.00746611530718
GATA2 ZNF148 0.00168035900665
NFIB ZNF263 0.00228572390966
GLI3 SOX10 0.0566440763798
SOX13 RELA 0.00115832958971
IRF8 DEAF1 0.00364941600274
JUNB SMAD1 0.00537122781522
E2F3 NRF1 0.00242727404595
NHLH1 JUNB 0.00573912230205
MAZ HAND2 0.0250600515687
ZNF143 GLI3 0.0075705143137
DLX2 TFAP4 0.00590295070163
ZNF384 GATA2 0.00547798187775
FOXO1 CREB1 0.0015893007996
ELF1 TP73 0.0226696198263
IRF5 SOX9 0.00743463669923
MAFG MYCN 0.014033385015
STAT1 ZNF143 0.00166968360101
RFX2 JUNB 0.00445961319895
LTBR FOXO1 0.00160989647068
ZNF143 HINFP 0.00602018303912
NFYC GTF2IRD1 0.00531341525347
ETV4 VDR 0.00582102512239
CEBPB TBX5 0.0326476994671
IRX5 CREB1 0.00114237465058
SP1 DNMT1 0.178548650245
EGR2 DLX1 0.0264400937522
MAFB DEAF1 0.00289935365377
STAT3 HAND2 0.0236928458776
MYCN HSF1 0.00389375313097
IRF5 NR3C1 0.0037417313601
MXD3 TCF3 0.00353279396413
IKZF1 SP1 0.00157328451746
DDIT3 IRF8 0.00696558612354
ZNF238 SMAD1 0.0046055669891
CTNNB1 SERPINA1 2.32562731334
NR3C1 ZNF148 0.00175534912106
PATZ1 ONECUT2 0.0502997742396
MEIS2 ZNF143 0.00141334097675
PAX3 TCF3 0.00296498799373
DEAF1 FOXO1 0.00280228849493
ZNF217 BACH1 0.00399814150622
E2F2 PRDM1 0.0046320549601
STAT3 ZNF238 0.00969658823298
JUNB HAND2 0.0213406447526
EBF3 E2F1 0.00693877149582
VIM TCF7L2 0.00817241465228
STAT1 ETV4 0.0126708523806
NFE2L2 GABPA 0.00266065444327
EGR1 DLX5 0.0599847255415
SMAD7 NR3C1 0.00346548850744
ZNF238 RELA 0.00127245792642
FOXJ1 RUNX1 0.010252466299
POU2F1 FOXO1 0.00255257628818
SREBF2 MXD3 0.00860991122857
TFAP4 ELF1 0.00705665687516
SOX13 RARA 0.00573682134839
IRF1 STAT1 0.00437097409217
SP1 DLX1 0.028950392963
DLX2 NFYC 0.00253410736354
TOPBP1 E2F1 0.00423669135674
REST GTF2IRD1 0.0058672718445
ATF1 TRIM28 0.00208100738941
FOXM1 SRF 0.00328960236487
ETV4 EBF1 0.00374242930127
E2F3 TCF7 0.0076654482998
IRF5 MEF2A 0.00344420407237
EBF1 CEBPB 0.00609083222271
CUX1 HSF2 0.00540647242102
SMAD7 EGR1 0.0050977851449
DLX2 TRIM28 0.00188693088119
ELF1 CIZ1 0.00809044305604
ELK3 MAZ 0.00287936087069
CTNNB1 UGCG 0.879714077296
ETV7 GABPA 0.00213727075536
HOXD3 SP1 0.000918868212883
IRF8 EGR1 0.00548483206529
MCM5 E2F2 0.0159076275482
PLK3 E2F1 0.00423669135674
NFE2L3 POU2F1 0.00595358320921
AKAP8L CREB1 0.000840557350223
REST ZNF384 0.00321023441777
MEF2A FOS 0.00665409851193
FOXO1 SPRY2 1.40369136724
HSF2 FOXJ1 0.0157253365503
ATF1 NHLH1 0.0127539777971
RBPJ FOXM1 0.0120694755616
MAD1L1 ELF1 0.00566816448774
NFYA EBF3 0.0280691893832
RBPJ MT2A 0.281563476001
ZNF263 NHLH1 0.0173992867425
IKZF1 TFAP4 0.00769212265789
EGR1 EBF3 0.0357070554789
SPI1 TFCP2L1 0.0178999481977
EGR1 POU3F3 0.00931415574193
NR3C1 EGR1 0.00518783693876
SP1 BACH1 0.00727762423205
SMAD5 JUNB 0.00446427507988
E2F1 SP1 0.00308920258734
HNF4G ATF1 0.00260773086943
ZNF384 NFE2L3 0.00869638580487
ZNF384 RELA 0.00126227204259
NRF1 TFAP4 0.0055057548602
EGR1 IKZF1 0.0102727478416
CEBPD ZNF384 0.00289384243558
LMO2 TCF3 0.00379468969163
STAT3 SOX4 0.0244004807132
RBPJ EGR3 0.00515467616824
EGR2 IRF2 0.00540286314692
SOX9 IRF2 0.00354975361259
NFE2L2 EGR2 0.00698856478748
ETV7 RUNX1 0.010560285165
STAT3 MCL1 0.151458448165
E2F3 ASCL1 0.0126560754588
STAT5A ZNF350 0.00463199189048
HIF1A ZNF589 0.00644037055564
SREBF2 DEAF1 0.00439876677198
HSF2 ITGB2 0.013544135335
VDR ARNTL2 0.01238218695
PRDM1 HAND2 0.0212072848319
NKX2-5 SP1 0.000989880111617
HOXB3 RARA 0.00578988476019
NRF1 RELA 0.00122868215631
DLX5 STAT3 0.00236240104402
CUX1 NKX2-5 0.0356837782265
ATF1 MAZ 0.00344646505648
REST MAFG 0.00382863602436
RELB ZNF143 0.00143239657733
ACSL1 SREBF2 0.00250810986378
PATZ1 ZNF148 0.00258218972923
POU3F3 SMAD1 0.00476158799142
ONECUT2 RARA 0.00536550047496
RARA STAT2 0.00508389078285
MEIS2 DDIT3 0.0105262529797
HSF1 NFIB 0.00447334302528
ZNF148 EGR1 0.0078848480637
ELK3 LMO2 0.00541110697663
HAND2 PATZ1 0.00405178946977
TRIM28 FOXM1 0.0147048924579
BRF1 DEAF1 0.00270084534113
ETV7 RELB 0.0044797788981
IRF8 CREM 0.00730546216794
MEF2A STAT3 0.00298793538907
POU3F3 EGR1 0.00488616257283
CEBPD FOS 0.00614216382377
ASCL1 TFAP4 0.0061094155975
NFE2L3 DLX1 0.0207826785324
DDIT3 IKZF1 0.00630761787417
HIF1A IRX5 0.018345922509
SP1 ELF1 0.00971890046445
FOS HSF1 0.00455987157223
CEBPD FOXJ1 0.0178674308414
PATZ1 HBP1 0.00405352187477
GATA2 EGR2 0.00577908334904
MAZ CEBPD 0.0129046344814
REST SPI1 0.00578728303284
TFAP4 FOS 0.00782377616478
TRIM28 IKZF1 0.00871682350468
EGR2 EGR1 0.00949033178352
EGR3 BHLHE41 0.0062362086217
MAZ PAX3 0.0305753541363
SMAD7 HMX1 0.0768230504584
FOS ZNF589 0.00731476562504
STAT2 HAND2 0.0175201171608
POU3F3 ARNTL2 0.0108897914507
E2F1 CDKN2A 0.925822256459
IRF5 EGR1 0.0056178864401
NKX2-5 FOXJ1 0.0162901573883
NFYA HIF1A 0.0041800549311
SOX4 NFYC 0.00244430893764
SP1 EGR3 0.0113049872249
HOXD3 GABPA 0.00191813611014
IL6ST STAT3 0.00169129064812
TCF7 MAFB 0.00929867138591
LMO2 ZNF238 0.00833000385259
SPI1 PRDM1 0.00654552855713
FOXJ1 EGR1 0.00445046707314
TCF7 VDR 0.00575522122945
PLK3 E2F2 0.0157033386578
FOXM1 ASCL1 0.0123609813558
IRF1 MAFG 0.00363489771385
HIF1A PATZ1 0.00433229759543
NHLH1 NR3C1 0.00372249852181
NFIX PATZ1 0.00425228047847
NFIX HAND2 0.0199659938057
VDR TCF7 0.00818822371996
RFX4 PATZ1 0.00320482543416
TCF3 DEAF1 0.00474611897444
CEBPB SP1 0.00133270513387
RBPJ ERBB2 0.321549494255
ETV7 ZNF384 0.00279712883497
ATF1 FOXM1 0.012177777844
SP1 SMAD7 0.00971619834874
DEAF1 ARNTL 0.0224090057203
PATZ1 BHLHE41 0.00568315981461
FOXO1 ATF1 0.00344513766372
SOX11 NFE2L2 0.00218601469315
MEIS2 GLI3 0.00710711945168
SP1 EBF1 0.00703883868619
SOX13 STAT3 0.00219510474317
HAND2 PRDM1 0.00505183164507
NFYC EGR1 0.00599260467329
POU3F3 SP1 0.0011475887492
DLX1 EBF1 0.00378526520001
IRF8 SOX4 0.0222291184759
SMAD7 MXD4 0.00432628181535
SAA1 CTNNB1 0.00158269199034
HOXD3 STAT5A 0.00457731622822
SRF ETV7 0.0146902456417
HOXD3 VDR 0.00579897694979
REST FOXO1 0.00305221824531
TBX5 GTF2IRD1 0.00490427959465
E2F1 ZNF148 0.0022907675208
STAT5A CUX1 0.0039152017627
IRF1 DEAF1 0.00396521753162
IRF2 NFE2L2 0.00278167553366
FOXJ1 NKX2-5 0.0360077783838
E2F1 MXD4 0.0051499182255
SP1 CDK1 0.163804964905
TCF7L2 TAGLN 0.127765427693
PLK1 E2F2 0.015744240322
STAT1 MEIS2 0.00980444240612
NFYA ETV4 0.0130953069142
DLX2 EBF3 0.0239983465769
CTNNB1 F13A1 0.937240789512
MCM8 NFYA 0.00158007714235
IL6ST STAT5A 0.00355695395296
MXD4 NFYA 0.00218348607836
SOX9 ZNF217 0.0145070046554
ZNF350 TFCP2L1 0.0145158027027
CEBPD SMAD1 0.00476986172899
PATZ1 HIF1A 0.00473265315143
VIM CTNNB1 0.00171984967147
E2F3 EGR2 0.00593436338565
EGR3 DLX1 0.0262097558776
TNFRSF11B TCF7L2 0.00820479154147
FOXM1 SP1 0.00116799694324
RELA NFYC 0.00317137093732
STAT3 ZNF589 0.00751788278897
HMX1 ZNF263 0.00148392810165
STAT1 ARNTL2 0.0121275009389
EGR3 NFE2L2 0.00373960841052
ZNF143 FOS 0.00666080072753
CTNNB1 CASP3 0.105441995724
GLI3 HBP1 0.00377266519908
MYBL2 GLI3 0.00608181860362
SRF EBF1 0.00423901528386
ZNF263 EGR3 0.00849675396523
EGR2 TCF7 0.00875636602047
HBP1 SOX15 0.0104529732669
SREBF2 HOXB3 0.0228672769849
SMAD7 HAND2 0.0197620270343
IRX5 ZNF148 0.0014859923235
ESRRA EBF1 0.00420735928243
SOX12 TRIM28 0.00174251938794
DLX2 ZNF148 0.00150024108949
TFEC NFIB 0.00347586849307
FOXO1 CCNG2 0.129078085779
NFE2L3 PRDM1 0.00488312657098
EGR3 THRB 0.0102416323649
DEAF1 IRF8 0.00817975769936
POU4F1 ARNTL2 0.00986815175401
CREB1 RUNX1 0.0115416465797
TFAP4 ZNF143 0.00174185841528
FOXO1 CDKN2D 0.266425818133
ZNF589 HIF1A 0.00346587405424
NOTCH1 RELA 0.00105688028361
ZNF263 SREBF2 0.0062539837632
EBF3 HSF1 0.00389370813094
BHLHE41 NFE2L3 0.0103417930625
PRDM1 IRF5 0.00601808858723
E2F1 PCYT1A 0.138804737263
DLX5 TCF3 0.00306315334982
SPI1 NFYC 0.00340657865621
POU3F3 EGR2 0.00561865181704
FOXO1 SATB1 0.0234941033246
ATF1 JUNB 0.00553425325332
TBX5 IRX5 0.0176947122505
CTNNB1 HERPUD1 0.247772071152
ELK3 FOS 0.00547099337419
SP1 ZNF143 0.0024344142199
MAZ POU3F3 0.00856386950311
SOX13 IKZF1 0.00531079757638
ZNF148 MEF2A 0.00423527888883
ZNF263 RELA 0.00186074445473
SMTN NOTCH1 0.019111946727
CREB1 EGR3 0.00603236624798
RFX4 VDR 0.00541137820578
NHLH1 PRDM1 0.00562211293494
TCF3 EBF3 0.0325450761398
MYCN TBX5 0.0284640208736
ZNF263 SOX11 0.0185117737417
ETV6 POU2F1 0.00563615792023
POU2F1 E2F2 0.0207826725325
CREB1 IRX5 0.0191736030923
SATB1 NKX2-5 0.0314529439013
GTF2A2 EBF1 0.00317001115903
SMAD5 DLX5 0.0449782202606
POU3F3 MEIS2 0.00942053736426
MAZ SRF 0.00444139112595
E2F1 ETV6 0.0049964142892
IRF1 SPI1 0.00526382941184
HSF2 MAZ 0.00285797562655
MYBL2 DEAF1 0.00280896379733
SPI1 FES 0.447283828405
BHLHE41 TCF3 0.00422702495095
SOX4 ZNF148 0.00139866684588
MYCN CTNNB1 0.00177183998505
BACH1 LMO2 0.00598990968423
PTX3 SP1 0.000573103394717
HSF2 HOXD3 0.0178274170714
SP1 SOX8 0.0284226047677
CREB1 ZNF589 0.0067737017082
CREB1 DEAF1 0.00364229860163
IRF1 NFE2L3 0.0102615432242
FOXM1 RBPJ 0.00253074978228
E2F1 MAP1LC3A 0.991414058196
EGR3 NKX2-5 0.0482695832228
ZNF354C ZNF143 0.00108137081497
EGR1 ZNF350 0.00566221099012
IRF5 REST 0.00527933260059
GTF2IRD1 SOX9 0.0070968855637
NFYA ARNTL 0.0224558279508
CEBPD TFAP4 0.00611220885828
E2F1 CCND1 0.0686443573723
RUNX1 DLX5 0.0482982628834
SP1 ATP1A1 0.5506476109
TRIM28 DDIT3 0.0128609886249
EGR2 CIZ1 0.00931882365746
CHURC1 NFE2L2 0.00202677318736
CUX1 E2F1 0.00920508802779
SOX12 STAT1 0.00321966125104
HIF1A MAFG 0.00327568410576
DLX1 FOS 0.00545255030467
CTNNB1 PTCH1 0.380457035532
EGR2 REST 0.00789530407331
EXOSC6 CREB1 0.000840557350223
EGR2 MAZ 0.0060604493857
GLI3 SOX8 0.0237941963724
TBX5 NFIB 0.00477797682747
IRX5 TCF3 0.00316006636432
DLX2 HIF1A 0.00339542260698
SP1 FAS 0.320674004313
DEAF1 MXD4 0.0046978596423
EGR3 ESRRA 0.00494004717487
NFE2L2 LMO2 0.00700807150582
NFE2L3 IRF2 0.00340885717397
DUSP1 E2F1 0.00417637918743
POU3F3 NKX2-5 0.036669029625
NRF1 RBPJ 0.00242901842433
MAZ TP73 0.0269465904486
MAZ ASCL1 0.0165681621342
HOXD3 EGR1 0.00398664466561
EBF3 REST 0.00476670115699
GAMT RBPJ 0.00197035045138
SMAD7 NRF1 0.00242849086834
IL1B RELA 0.000912118283316
TP73 ZNF350 0.00416189539791
DLX5 ELF1 0.00524737225066
MEF2A ZNF143 0.00154200659741
SOX12 TBX5 0.0276533058458
HOXB3 VDR 0.00591323361157
HOXD3 NFE2L2 0.00218095906998
ZNF143 ELK3 0.0111156296268
CIZ1 IKZF1 0.00488473813718
SRF STAT3 0.00278495352126
ZNF143 CREB1 0.00126871481837
BCL2L1 CTNNB1 0.0016015534384
NFIB ETV6 0.00433959511666
ZNF263 IRX5 0.0214424433681
IKZF1 HIF1A 0.00429310940777
NFE2L2 MAD1L1 0.00584728419809
NR3C1 FOXJ1 0.0182115190067
GBX2 NFYA 0.00192326389548
TBX5 MXD4 0.00425453409394
CUX1 SREBF2 0.00378018224887
VDR CHURC1 0.0117298919921
SREBF2 EGR2 0.00850196700224
SP1 NFYA 0.0048872277017
DDIT3 NHLH1 0.0123937648123
FOXJ1 ELF1 0.00555524942507
CEBPB MAZ 0.00377481801236
E4F1 TRIM28 0.00149625532102
IRF2 MEIS2 0.0100612307039
ETV6 CREM 0.00643754940704
SREBF2 ZNF148 0.0024188988391
RPS6KA3 FOXO1 0.00160989647068
EGR2 BRF1 0.00636064028539
BHLHE41 HOXB3 0.0208153229985
THRB VDR 0.00621359214645
FOXM1 E2F2 0.0197836283376
REST STAT1 0.00486230571377
GTF2IRD1 TBX5 0.0290372422905
MEIS2 EGR1 0.00459656573287
FOXO1 SIRT6 0.0095959075308
SMAD7 EBF1 0.00424051124215
ZNF589 REST 0.0044174872117
ZNF384 EBF1 0.00382071885922
TRIM28 IRF2 0.00471019434827
ATF1 IRX5 0.0177225640477
SOX12 GTF2IRD1 0.00458888591647
MAD1L1 EBF1 0.00383561105897
SOX13 STAT5A 0.00440406701591
CASP8 FOXO1 0.00161995981858
E2F3 TRIM28 0.00216262294892
DLX5 IRF1 0.00353690423176
IRF1 ELF1 0.0068391134259
SRF NFIB 0.00469309474226
MAFB ESRRA 0.00324235538803
POU4F1 EGR3 0.00404789614262
E2F3 POU4F1 0.0445529439743
POU2F1 ZNF350 0.00459500287842
ASCL1 CEBPB 0.00561787438193
FOXO1 LMO2 0.00708718977981
BACH1 RELB 0.00442752620439
SPI1 LMO2 0.00730484252509
STAT1 SRF 0.0036645657112
MAFB TFAP4 0.00538734136544
CD4 TCF7 0.00586825929913
ZNF143 STAT2 0.00516682823893
FOS DDIT3 0.0123215159191
SMAD7 CTNNB1 0.00191031606654
MAFB ZNF263 0.00188244015264
ZNF384 VDR 0.00604607111033
ONECUT2 EGR2 0.00423400369239
E2F1 MEF2A 0.00400895962308
E2F3 ZNF384 0.00303373551042
TCF3 MAFG 0.00421475392499
CREM MAFB 0.00979485188728
DDIT3 ZNF148 0.00161510632144
IKZF1 SOX13 0.024320038534
LMO2 EGR1 0.00513666552795
REST SP1 0.00172603249483
RELB ETV7 0.0144333317302
TFCP2L1 NFE2L2 0.00212027310886
RELA TRIM28 0.00241421119225
ASCL1 VDR 0.0070254850431
NFYA ZNF589 0.00673905998188
JUNB CREB1 0.00139568895612
NKX2-5 SPI1 0.00394165681692
ZNF350 SP1 0.000919297817507
ESRRA HNF4G 0.0214772220423
ZNF263 ARX 0.0308330031689
SREBF2 IKZF1 0.0087698624697
POU2F1 MYCN 0.0148942287849
HERPUD1 CTNNB1 0.00157393222447
TCF3 NFIB 0.00630447250625
SP1 RFX4 0.0165172255644
SP1 FOS 0.0112034823427
MYCN SPI1 0.00429973077291
MAZ CREB1 0.00167697764041
GLI3 SOX9 0.007844289188
EGR2 SREBF2 0.00702611223722
CREB1 STAT1 0.00424296575494
E2F1 E2F3 0.024823770937
HEY2 RBPJ 0.00229815050827
SIRT6 GABPA 0.0017421528365
SOX4 EBF1 0.00364130090814
IRF8 BACH1 0.00507082082767
MEF2A EGR3 0.00574767434371
NFYC SOX11 0.0166630848927
E2F3 EGR1 0.00512553512768
STAT3 ARX 0.0308662404284
MAFG ZNF143 0.00150030065192
SOX4 ZNF143 0.00132868465623
IRF2 ASCL1 0.0137766877401
