source target similarity
ELK3 ZNF143 0.00134297264124
FOS ATF6 0.00435871667124
FOXJ1 ESRRA 0.00336874083242
CREM SMAD7 0.00520744840959
FOS NFIX 0.00445575478907
EBF3 CREM 0.00701566164471
SP1 STAT1 0.00668313911964
PRDM1 SOX9 0.0075487889297
PATZ1 TP73 0.0261812398801
MEIS2 FOS 0.00607123352605
VDR IRF1 0.00524108465628
CCND1 HBP1 0.00267657406857
MAZ DLX5 0.057773318143
DDIT3 MYBL2 0.0166279263058
TCF3 SOX13 0.0256268755852
RFX2 NFYA 0.00198263366581
HMX1 EGR2 0.00353100190303
HIF1A STAT3 0.00301587805954
SREBF2 ONECUT2 0.0494781884434
HIF1A CTNNB1 0.00216133077977
IRF1 DLX1 0.0228950609307
CDCA7 E2F1 0.00430359521996
ZNF263 SP1 0.00190001645622
ZNF143 SP1 0.00129193026672
IRF5 GTF2A2 0.0125327854779
ATF1 NKX2-5 0.0378488296338
MEF2A SPI1 0.0046669094166
MEF2A FOXM1 0.0124844629335
FOXM1 ZNF589 0.00597991491089
GLI3 DDIT3 0.0121860793686
RUNX1 SREBF2 0.00455949759854
ZNF217 CEBPB 0.00437351123215
SMAD5 ZNF238 0.00737136109727
ARNTL2 ZNF350 0.0040515444898
CUX1 STAT5A 0.00483970173642
DEAF1 ZNF263 0.00270570852571
MAFG MEIS2 0.00932546891137
RFX4 STAT3 0.00217987135688
SREBF2 EBP 0.385100683122
CEBPD EBF1 0.00403428887746
NFYC NFE2L2 0.00279175165052
HIF1A IRF8 0.00711956738264
HSF2 EGR1 0.00411526962202
EGR3 ONECUT2 0.051888330512
MAFG SPI1 0.00448458351483
RBPJ NUP155 0.208434427122
NFIX ZNF384 0.00294031170505
TFEC NFE2L3 0.00733011151686
BRF1 EBF1 0.00344215365319
ZNF384 TRIM28 0.00179660695452
PRDM1 NFE2L3 0.0101254617345
FOXO1 E2F1 0.0130539938274
LMO2 PRDM1 0.00536367271951
ETV7 POU3F3 0.00643257781659
HSF2 FOXO1 0.00219860032079
REST PAX3 0.02871462433
ZNF143 NFYA 0.00255688856898
RUNX1 MYCN 0.013985141912
CUX1 MEF2A 0.00300135823297
CHURC1 ETV7 0.0129090378344
CD84 STAT5A 0.00352243421784
RFX2 NFE2L3 0.00823547963227
NFE2L2 CEBPD 0.0114121331829
EGR1 SOX15 0.0139014845136
EGR1 HAND2 0.027014518438
STAT1 NFIB 0.00522466266427
STAT3 BIRC5 0.166269358231
SMAD5 ETV6 0.00400664767153
RBPJ POU2F1 0.00650836876597
EBF1 ZNF354C 0.0324895602232
BHLHE41 HAND2 0.0229288964932
DEAF1 IRX5 0.019190423084
SP1 IRF8 0.0113929879729
DLX5 TERF1 0.00458327445147
HOXB3 EGR3 0.00437861470095
EGR2 RARA 0.00880979976428
EGR3 SOX4 0.0262806615279
POU4F1 STAT1 0.00303954397763
SPI1 EGR1 0.00677059608993
NRCAM CTNNB1 0.00158915988029
NHLH1 ZNF384 0.00300353750516
DLX5 HSF2 0.00533040655563
STAT3 MXD3 0.00821557566263
GABPA EGR1 0.00532081031683
MYBL2 NFIX 0.00323214383327
SOX13 STAT1 0.00306164535835
FOXO1 ZNF238 0.00958420563537
IRF1 SMAD1 0.00554016065598
EBF1 GABPA 0.00232148004937
CHURC1 MEF2A 0.00273088294404
IRF2 ELK3 0.0115405343727
STAT5A DEAF1 0.00368076715195
RBPJ GATA2 0.0062109166513
REST PRDM1 0.00662451534931
ARX E2F1 0.00490621563219
IRF5 SP1 0.00135052600662
FOXM1 CHURC1 0.0105430391079
LMO2 VDR 0.00717404831039
GATA2 TRIM28 0.00211791244527
ITGB2 HIF1A 0.0030390210793
BACH1 ZNF589 0.00609255707983
RARA TFAP4 0.00611057074851
STAT5A GLI3 0.00784550683175
GLUL STAT5A 0.00352976564481
TERF1 NFYC 0.00215111920666
MYCN E2F3 0.00617443580757
FOXJ1 SP1 0.00105274584265
MEF2A RBPJ 0.00273276003706
TRIM28 NFYA 0.0033274504127
IRF5 ELK3 0.0115470396795
CEBPB PRDM1 0.00561099230398
SP1 HINFP 0.00742086759118
THRB EGR3 0.00464962081788
FOS EGR3 0.00710148208929
NFYC SPI1 0.00491667586988
STAT5A ZNF384 0.00310229937981
ZNF263 MEF2A 0.00414288792258
STAT5A SOX15 0.0117509064965
E2F1 RB1 0.0217064340303
MAZ ITGB2 0.0166338705407
SRF NFYC 0.00275931495427
RUNX1 ZNF238 0.00852505464669
MXD3 NRF1 0.00240777732061
E2F1 NFYA 0.00421963824969
SP1 MYCN 0.0212435551741
DEAF1 CEBPD 0.0112960760936
GLI3 ESRRA 0.00398203213636
NRF1 SIRT6 0.00846474382854
ETV4 ZHX1 0.260377359825
TFAP4 NFIX 0.00440146980169
SREBF2 SRF 0.00421248899504
MYBL2 EBF1 0.00365132719948
STAT1 GATA2 0.00633538605839
POU4F1 NHLH1 0.0110707755806
SREBF2 CEBPD 0.012535187378
ELF1 ESRRA 0.00375664942607
E2F3 E2F2 0.0762275587763
ZNF263 STAT3 0.00391612873151
ZNF148 ITGB2 0.016316927707
TCF3 EN1 0.0389674423444
MXD3 JUNB 0.00521664656303
SP1 SOX12 0.0158736198602
SMAD5 MYBL2 0.0152279253816
NFE2L2 IRF5 0.00613260188566
FOXO1 ASPM 0.716239816353
TFCP2L1 FOS 0.00538802426496
IRF1 RARA 0.00707218429665
TCF3 STAT1 0.00520376249634
ETV4 SREBF2 0.0036346023791
MEF2A TRIM28 0.00221346783557
CREM SRF 0.00321119714431
TFAP4 E2F2 0.0220293638728
BACH1 ELK3 0.0107095231374
SOX15 FOS 0.00545353136685
CREM FOXJ1 0.016704404732
NHLH1 ZNF263 0.00255939437058
MEIS2 REST 0.00447216774582
NFE2L2 ZNF143 0.00171768922277
EBF3 STAT3 0.00277334000375
RB1 IRF5 0.00439103536696
SREBF2 ESRRA 0.00440836702567
TP73 CEBPB 0.00479775307248
TCF7 MAFG 0.00293905526394
DLX1 IRF8 0.00615445620866
FOS POU2F1 0.00800311635908
CTNNB1 IL8 0.511078844618
MAFG MAZ 0.00342571206235
IRF1 ZNF238 0.00920808386353
ARNTL TRIM28 0.00146032884845
NOTCH1 CTNNB1 0.00223614539515
NFIB SREBF2 0.00432045271343
ESRRA REST 0.00462781762376
NFYA E2F1 0.0106037377116
TBX5 IKZF1 0.00646904809688
REST NFE2L2 0.00314619351111
ESRRA ZNF263 0.00216837550193
DLX5 SOX4 0.0201410158556
STAT3 RUNX1 0.0135600927259
HOXD3 HSF1 0.00347723268057
ONECUT2 RELB 0.00390168327766
HIF1A EBF3 0.0265202439887
SOX4 RUNX1 0.009682990691
JUNB SATB1 0.0223420640866
ZNF350 ARNTL2 0.00994114330257
ETV7 IRF8 0.00685251014082
ATP1A1 SP1 0.000562614789197
EBF1 ZNF263 0.00256525791032
NFE2L2 DLX1 0.0229211985179
NFE2L2 GTF2IRD1 0.00526886498956
ETV6 EGR1 0.00410618632787
HSF1 SP1 0.00112022959437
GTF2IRD1 ELF1 0.00571996018395
RFX4 NFYA 0.00201474572443
HAND2 NFIX 0.00371713399688
RUNX1 SOX4 0.0220001033952
ESRRA POU2F1 0.00636274057929
SMAD1 ZNF263 0.00222028668504
MAFB EGR2 0.00473048593267
CEBPD ZNF263 0.00215564654984
SOX9 CHURC1 0.0106379292422
CEBPB IRF1 0.00441353159821
CTNNB1 MYCN 0.0134035927867
SOX11 ZNF148 0.00144683634753
STAT3 SMAD1 0.00609989948025
STAT3 FOS 0.00817517867923
PATZ1 ELF1 0.00780423284098
CASP3 RBPJ 0.00211096165876
SPI1 SOX12 0.013066832499
IKZF1 TFCP2L1 0.017591598738
MYBL2 SP1 0.00090869814688
SP1 MEF2A 0.0050919940204
PATZ1 NFYA 0.0033850059981
POU3F3 SPI1 0.00429849847293
STAT1 GLI3 0.00804474886012
E2F3 CDCA4 0.231062127384
GATA2 TP73 0.0223646930441
IKZF1 TBX5 0.0342758949575
BACH1 IRF8 0.00686764222035
DDIT3 MAZ 0.00331198276287
SOX12 TCF3 0.00300091194931
HSF1 EBF3 0.0243344972473
MYBL2 CEBPD 0.00897167521731
CREM EGR2 0.00515004594268
ZNF263 SOX9 0.00878768207361
CEBPD IKZF1 0.00622151685257
NKX2-5 IRF8 0.00635840876344
GBX2 PATZ1 0.0029537941637
ZNF148 POU3F3 0.00836546902285
MAFG NRF1 0.0024433082269
CREM DEAF1 0.00311138248219
TRIM28 CHURC1 0.0116767040538
E4F1 TCF3 0.00255733848891
DEAF1 ETV6 0.0046207376449
MEIS2 E2F2 0.0196819415644
RELA CXCL2 0.561436458838
DEAF1 JUNB 0.00613194241103
NFIB PATZ1 0.00423911013538
ASF1B E2F1 0.00431383848114
ELK3 GABPA 0.0019651383961
SOX9 NR3C1 0.00336751958557
ATF6 TRIM28 0.00157383327065
ESRRA TRIM28 0.00201444197384
HOXB3 MAZ 0.00285813900449
HBP1 NCF1 0.819807238355
CEBPD TBX5 0.0291150368715
EBF3 ZNF143 0.00150351366525
ZNF148 ZNF589 0.00766809109083
RFX2 DLX2 0.0218475104465
PAX3 ZNF148 0.00140508871308
IKZF1 ETV4 0.0133808556865
JUNB PATZ1 0.0048283119035
IRF2 EGR3 0.00627200619305
SMC3 TCF7L2 0.00814772779259
NFIX TBX5 0.030070854374
STAT1 TCF7 0.00760885934979
RARA TCF7 0.00704010630164
SPI1 ATF1 0.00362145789326
SIRT6 ZNF263 0.00151386021816
POU4F1 ZNF589 0.00551398256202
EBF1 NR3C1 0.00376030997236
SREBF2 STAT5A 0.00664040441036
SP1 HBP1 0.005083017209
GLI3 GATA2 0.00669459960848
E2F1 MCM7 0.375344539667
CTNNB1 MTAP 2.34783236211
TCF7L2 FST 0.386325798013
MEF2A NKX2-5 0.0391375179411
PRDM1 EBF3 0.0269429525649
ZNF148 THRB 0.00970609811636
SMAD1 CEBPD 0.00977929227458
MAZ IRF2 0.00504505083337
STAT5A MAZ 0.00388986776867
E2F2 CDCA4 0.230038251597
MXD3 GLI3 0.00682566361204
SOX9 VDR 0.00677176690075
IKZF1 ELF1 0.00714083620607
IRX5 ATF6 0.00389965519241
RELB MYBL2 0.016396599147
ZNF148 SOX11 0.0188076875114
THRB E2F1 0.00592645918983
HIF1A DLX2 0.0245621233341
TFEC NFE2L2 0.0017131161389
ICAM1 RELA 0.000995038127253
TFAP4 MXD3 0.00790190902692
STAT1 RFX4 0.0132379838762
DDIT3 RELA 0.00134036625647
RFX4 DLX2 0.0216062927098
SP1 DLX2 0.0352337695088
REST SMAD7 0.00655002189189
IRF5 EBF3 0.0273861056522
FOXO1 NFYA 0.0030916141943
REST RBPJ 0.00305207491813
ZNF148 CEBPB 0.00735537051333
LMO2 FOXO1 0.00247255186656
FOXJ1 ATF1 0.00284578695068
CREM MAZ 0.0031109887938
PATZ1 ETV6 0.00511037841095
TFAP4 IKZF1 0.00803457390076
ZNF589 BACH1 0.00451212981211
NHLH1 ZNF238 0.00879297475651
ADORA2A RELA 0.000904721123379
ETV6 SMAD1 0.00444680911809
VDR ETV4 0.0138204892527
NFYA SP1 0.00169799324274
EBF1 MAFB 0.0105754928128
GABPA MAD1L1 0.00528253656314
EGR3 HMX1 0.0827225820186
NFYC PAX3 0.027193439506
MAZ HOXB3 0.0235845870745
CREM TBX5 0.0283033191548
SATB1 ETV7 0.011817810276
E2F2 FBXO5 0.147533245095
SRF NKX2-5 0.0372469515917
ARX NFYC 0.00207764316248
RBPJ FABP7 2.03410047254
GLI3 STAT3 0.00327101433511
SMAD7 CIZ1 0.00798588748454
ELF1 RUNX1 0.01125215295
CTNNB1 INHBB 0.744079981658
ARNTL2 TRIM28 0.00172460260308
TCF3 HSF1 0.00509086389235
SREBF2 NFE2L2 0.00326895488726
FOS DEAF1 0.0040071059541
TCF3 HINFP 0.00676084129373
SMAD1 STAT3 0.00278616258548
MXD3 NFIX 0.00369988122863
NFYC TRIM28 0.00246777281722
STAT5A SOCS2 0.726856918732
RUNX1 SPI1 0.00459387642855
HBP1 SMAD1 0.00453969364913
SREBF2 SMAD1 0.00603650477945
SMAD5 TRIM28 0.0016842795283
CTNNB1 PTTG1 0.296230443334
SP1 TERF1 0.00577802481236
TRIM28 HSF1 0.0048350267118
ARNTL2 MAZ 0.00277633230819
RARA EBF1 0.0041439432532
NFIX POU3F3 0.00679414730365
IRX5 RFX4 0.0122768252709
IRF2 PRDM1 0.00580167900238
HINFP MAD1L1 0.0045124798435
NFIX MYCN 0.0142023349429
SIRT6 SP1 0.000724774153098
STAT3 VDR 0.00921976433379
HAND2 HINFP 0.00601768592909
NKX2-5 BHLHE41 0.00384449460018
ONECUT2 BHLHE41 0.00336822315429
SPI1 HBP1 0.00376348335137
RELA DDIT3 0.0116996582247
BACH1 MAFB 0.0112378558455
IRF5 ZNF384 0.00308435155059
SREBF2 ASCL1 0.0159746721396
EBF3 GABPA 0.00213699436898
MEIS2 EGR3 0.00497377423957
TFAP4 HAND2 0.0225371112344
GLI3 SOX12 0.0127134870799
STAT2 SOX12 0.0107913497211
HNF4G TCF7 0.0064715058598
MVK SREBF2 0.00248646087486
ZNF263 FOS 0.0088871923872
HIF1A HSP90B1 0.287446476335
SP1 ETV7 0.0228591712271
CTNNB1 SPP1 0.133606094307
EGR2 FOXJ1 0.0230837907503
MXD3 EGR1 0.00473561998151
BHLHE41 ATF1 0.00333725083414
ARPC3 CREB1 0.000840557350223
POU3F3 E2F3 0.00618436551317
SOX9 EGR3 0.00514472245461
ONECUT2 FOXM1 0.0102148026083
NOTCH1 TCF7 0.0069436038834
ZNF263 MXD3 0.00845304888145
ZNF384 ZNF263 0.00197040972189
MAD1L1 PATZ1 0.00373970960679
IRX5 ATF1 0.00280357760666
DLX5 FOS 0.00569068130173
TFAP4 CREB1 0.00147039400258
BHLHE41 HIF1A 0.00392584862001
HSF2 HIF1A 0.00327763376688
KIF2C E2F1 0.00413625011906
MAZ RELB 0.00589976270494
RELA FOXO1 0.00298625292453
CTNNB1 TGFB2 1.06386361473
RELB REST 0.00451368287301
EGR3 RFX2 0.0149157811322
ESRRA LMO2 0.00585755680547
RBPJ MCM6 0.168417279333
LYZ CTNNB1 0.0015708937823
HIF1A HAND2 0.0199335130795
ARNTL2 NHLH1 0.0112044603112
ITGB2 CREM 0.00611913160432
ZNF589 NFE2L2 0.00229060789873
MYCN NR3C1 0.00337626716757
HIF1A PRDM1 0.00525521138686
ASCL1 NHLH1 0.0142434722003
MAD1L1 ZNF350 0.00421241155019
NFYA HMX1 0.0783117237416
MEIS2 ESRRA 0.00344422016945
NKX2-5 TCF3 0.00310909588441
IRF2 TFAP4 0.00698110822403
TCF3 ETV7 0.0194536083926
ZNF263 CREM 0.0084666345089
EBF1 SOX4 0.0222322032763
ZNF238 EGR3 0.00474930287738
HAND2 FOXM1 0.0118729331689
CREB1 SMAD1 0.00542677435447
PAX3 CEBPB 0.00495402634097
IRF5 EGR2 0.00647828584501
EGR3 IRF8 0.0101213996738
POU4F1 CEBPB 0.00469368448739
IRF2 ETV6 0.0045395239091
TFAP4 ETV7 0.0166326139291
TBX5 NR3C1 0.00350943450423
CDH3 CTNNB1 0.0015708937823
SOCS2 STAT5A 0.00352243421784
EBF1 DLX2 0.0265714512522
BHLHE41 EGR2 0.0067667909409
SP1 ATF1 0.00460678445179
TAGLN CTNNB1 0.00177043345778
EGR3 MAFG 0.00438999540031
HSF2 NFYC 0.00242177872806
NFE2L2 EGR1 0.00602043214677
E2F1 CDCA7 0.330340907659
NFE2L2 RUNX1 0.0124294806229
ATF1 STAT3 0.00271024833301
ZNF384 RUNX1 0.00987534164318
PATZ1 PAX3 0.0299380346739
EBF1 MAZ 0.00397613882632
ACSS2 SREBF2 0.00252396952395
CD4 CTNNB1 0.00159696031595
IRX5 IRF8 0.00641530834012
SOX12 MEIS2 0.0084777782761
GBX2 TRIM28 0.00150661652828
GTF2IRD1 FOS 0.00626939437998
CREM NFIX 0.0034940664853
BACH1 ZNF217 0.0148140908596
EGR1 ELF1 0.00866571037944
ETV7 TCF3 0.00352185157482
RUNX1 SP1 0.00125719625708
REST CEBPD 0.0118610701594
REST ZNF238 0.00949560784214
JUNB ETV7 0.0162996157568
SOX15 PATZ1 0.00345059623464
ETV6 TRIM28 0.001781698431
GATA2 TFCP2L1 0.0159938819277
IRF5 HIF1A 0.00383465220367
ZNF350 MAZ 0.00275222445903
SMAD1 LMO2 0.00600699691892
POU2F1 SPI1 0.00473583196836
EGR2 MEF2A 0.00453088749252
STAT3 SMAD5 0.00503200331105
NFYA STAT3 0.00330417270974
FOXO1 IL18 0.711238402324
RARA ZNF263 0.00223401945544
ZNF263 DEAF1 0.00454214538448
CREB1 NKX2-5 0.0406157165073
NFYA NFE2L2 0.00289576770835
CUX1 MAZ 0.00305205694583
ZNF350 POU2F1 0.00563983568061
NR3C1 HSF1 0.00407125480221
EGR3 TBX5 0.0410613268055
HOXB3 EGR2 0.00467347576187
SMAD7 NFYA 0.00240852946873
ZNF354C FOXO1 0.00172532916076
STAT3 MYCN 0.016638465995
JUNB ZNF143 0.00165681212927
SOX11 STAT3 0.00238622456127
MEIS2 SRF 0.00329690047511
CTNNB1 AXIN2 0.318847294103
NR3C1 SPI1 0.00462942856662
CUX1 LMO2 0.00556768189698
ZNF350 GATA2 0.00524421099143
IGF2 CTNNB1 0.00158994427101
MAFB HOXD3 0.018597185348
EBF1 EGR3 0.00628627109538
BACH1 EGR1 0.0047295874242
ASCL1 EGR3 0.00543769899422
NR3C1 PRDM1 0.00547512857355
HP CEBPB 0.00383113939029
SP1 CUX1 0.00514951613112
SMAD7 MAZ 0.00349531402264
HSF1 ITGB2 0.0142569713684
IRF1 NFIX 0.00435795313452
TCF3 HOXB3 0.0238304955447
PRDM1 CREM 0.00746463777894
IRF1 NFE2L2 0.00287333123334
CDCA7 E2F3 0.00455344688414
TRIM28 GTF2A2 0.0131668952875
EGR1 POU4F1 0.054755423955
IRF8 ELK3 0.0111967389634
BHLHE41 HINFP 0.00648102744211
DDIT3 MAFG 0.00327190230357
SREBF2 PAX3 0.0297488250611
ITGB2 ETV7 0.0124575630388
BACH1 IRF2 0.00359800611631
IRF8 IRX5 0.0184121010687
EGR2 EGR3 0.0103202620266
ZNF148 POU2F1 0.00864382685055
IRX5 DEAF1 0.00298319516917
NFYA RFX2 0.0132797288674
REST RFX2 0.013731681589
ZNF589 SMAD1 0.00461099211205
SP1 THRB 0.0112595358465
CD44 TCF7L2 0.00815025969855
HNF4G FOS 0.00510210793774
SPI1 MEF2A 0.00390359850891
RELA STAT1 0.00439489588138
LMO2 ARX 0.0288393201722
GLI3 IRF1 0.004684165135
PRDM1 VDR 0.00795869507626
EBF1 IRF8 0.00776644041724
EGR3 ARX 0.0315196497794
STAT1 BACH1 0.00535514614328
NHLH1 MEF2A 0.00339530840233
ETV6 IRF8 0.00614376378878
E2F3 CREM 0.00702028325684
VDR ESRRA 0.00442936130746
DDIT3 CEBPB 0.00553417610463
EBF3 ZNF384 0.00296330068468
TBX5 SATB1 0.0215251224338
RUNX1 TBX5 0.0316296025884
SPI1 DLX5 0.052796541526
STAT1 SOX13 0.0230663414915
DLX2 ZNF143 0.0013846912804
TFAP4 ONECUT2 0.0466223642293
RB1 EGR1 0.00344971893778
EGR1 CREB1 0.00220735880517
EGR3 SP1 0.00219334371068
TCF3 SP1 0.00198730246626
ELF1 ELK3 0.0110172237318
SOX4 TCF3 0.00297614080647
CREM IRF2 0.00340136943605
VDR HBP1 0.00397121855607
IRF5 SPI1 0.00493962928742
E2F2 SREBF2 0.00378888008819
IKZF1 SOX8 0.0239874519093
DCAF6 SP1 0.000566209583918
E2F1 CDT1 0.534845734637
TCF3 ETV4 0.0142672603335
TP73 HIF1A 0.00325411835008
FOXO1 PSMB8 0.707527764088
SP1 VDR 0.013084218866
HSF2 EBF3 0.022750023736
IKZF1 HAND2 0.0226949148543
EGR1 MYBL2 0.0207196520466
POU4F1 ONECUT2 0.0403025324978
E2F1 HMX1 0.0821025008287
E2F1 PATZ1 0.00567124089004
SRF HOXB3 0.0192469203626
GLI3 SPI1 0.0051944632069
CDKN2A E2F3 0.00471696256266
RB1 EGR2 0.00399946825515
BACH1 NFYC 0.00267420571019
STAT2 JUNB 0.00467606337902
SP1 HSF1 0.00593226085692
SMAD1 ETV6 0.00428161848736
PRDM1 IRF1 0.00449065136545
SP1 SOD2 0.461541640578
ETV4 RAD51 0.142580026249
SMAD7 PATZ1 0.00427553222449
VDR EGR2 0.00843810354578
GTF2IRD1 SOX15 0.0111776142501
VDR NRF1 0.00289001685743
EN1 REST 0.00343305435129
ZNF384 JUNB 0.00492222677435
POU3F3 FOXM1 0.0118317179467
MCL1 E2F1 0.00416724586635
ZNF589 ETV4 0.0118471023388
PATZ1 SREBF2 0.00624191185166
GLI3 ZNF263 0.00276342952102
TCF3 ELF1 0.00818335967097
RAD51 EGR1 0.00262889915511
ZNF350 GBX2 0.0339281481588
EGR2 ONECUT2 0.0520733499022
PATZ1 SPI1 0.00625847578707
THRB JUNB 0.00475111461523
EBF1 NHLH1 0.0142701977887
DEAF1 PRDM1 0.00615340308307
REST EGR3 0.00778957380223
SOX11 SPI1 0.00381502017199
NKX2-5 MAFG 0.00296605735663
GTF2A2 NR3C1 0.00259539123359
REST ITGB2 0.0156655838495
IRF1 SOX9 0.00786748581868
NR3C1 NFYC 0.00280487804529
CD4 CREB1 0.000852554641275
JUNB DLX2 0.0274737386816
SOX8 TFAP4 0.00496497797903
ZNF148 ETV4 0.0139748991214
TFAP4 SOX4 0.0240343854727
ZNF238 ZNF148 0.00151364885761
POU3F3 THRB 0.00774906107199
EGR1 IGF2 0.544601513888
HOXD3 CEBPD 0.00909252435895
REST EGR1 0.00724025320948
SPI1 ELK3 0.0120161486179
MEF2A SOX13 0.022170090955
GTF2IRD1 VDR 0.00679253135139
EGR1 HOXD3 0.0247394280716
ARNTL EGR3 0.00347901295553
EGR3 DLX2 0.0318356230811
BACH1 GTF2IRD1 0.00480050646189
ZNF350 POU4F1 0.040915048365
GTF2IRD1 ITGB2 0.0146818157551
BHLHE41 CUX1 0.003848097765
JUNB BACH1 0.00566341173761
FOXO1 BHLHE41 0.00490798473181
ONECUT2 MAZ 0.00257755973106
LMO2 SMAD1 0.00494938764993
MAZ EGR3 0.0090013301929
CREB1 DUSP1 0.44576827072
LMO2 ATF1 0.00305423305991
GTF2IRD1 NR3C1 0.00332444498857
E2F1 DBF4 1.03722659007
FOXM1 PATZ1 0.00383819801695
GABPA SOX11 0.0154877887812
E2F1 RARA 0.00774046688304
MAFG MAD1L1 0.0053698889675
MEF2A MAD1L1 0.00542645262975
BACH1 CREB1 0.00121098948827
STAT1 ESRRA 0.00388866366574
MEIS2 E2F1 0.00648023878881
ZNF589 MAFG 0.00308655490659
BACH1 IRF5 0.00526898382887
STAT3 SPI1 0.0057507859209
ESRRA TBX5 0.0289918482374
CTNNB1 UBE2B 0.233590771338
CREB1 EXOSC6 0.655730114732
CREB1 CEBPD 0.0111918725777
DDIT3 MAFB 0.0099155304769
SOX11 RARA 0.00592546559098
HAND2 NFE2L2 0.00250464447424
ZNF148 DLX5 0.055170237836
TBX5 HAND2 0.0196166676726
IKZF1 MXD3 0.00801842026307
GATA2 ASCL1 0.012640581785
DEAF1 FOXM1 0.0134846613886
SP1 ZNF350 0.00611280100719
TBX5 NHLH1 0.0130150806756
BACH1 FOS 0.00639889455976
HAND2 NKX2-5 0.0370673646893
NR3C1 CEBPD 0.0103115511644
SMAD1 SP1 0.00118199721736
E2F1 ATG9A 0.355612165658
TCF3 EGR1 0.00805407621989
ZNF238 IKZF1 0.00591096011379
EGR1 ZNF143 0.00219346966561
NOTCH1 TNFRSF11B 0.302286160691
CTNNB1 CAPN2 0.266715178367
MAZ SREBF2 0.00651552380263
ITGB2 HSF1 0.00334488644106
E2F1 TCF7 0.00890558748925
NFYC TERF1 0.00497091882839
POU2F1 EGR1 0.00544829651277
NFYA ONECUT2 0.0456987773823
POU3F3 EBF1 0.00432733969442
ESRRA MAFB 0.00981493523347
TCF3 SOX4 0.025725575548
FOXO1 EGR3 0.00661491962412
SIAH1 E2F1 0.00411900954348
MXD3 LMO2 0.00614210774182
SRF ZNF148 0.00168919350781
RFX4 JUNB 0.00446732721387
STAT3 FOXO1 0.00438673364871
ETV6 SMAD7 0.00529379687957
EBF1 PATZ1 0.00483071099768
ZNF143 TCF3 0.00389550695765
ZNF263 HOXB3 0.0226374029327
TRIM28 JUNB 0.00689400300906
FOXM1 MAZ 0.00331379996919
FOS ZNF384 0.00330350593212
HBB RBPJ 0.00197035045138
SPI1 EBF3 0.0295619334762
STAT3 EGR1 0.00716818664902
SOX11 TRIM28 0.00176625218211
FOXO1 CHURC1 0.0118090897516
EGR3 MEIS2 0.0121947470027
DLX5 JUNB 0.00478161799029
RELB HOXD3 0.0191131110745
SOX9 ETV4 0.0120920023674
THRB MYBL2 0.0157326689512
POU3F3 FOXO1 0.00241156846389
RBPJ TRIM28 0.00199087994805
SOX10 GTF2IRD1 0.00401040400155
NKX2-5 SMAD1 0.00457774674282
MAFB SOX15 0.0104020774828
E2F1 NFIB 0.00567075774649
ESRRA PATZ1 0.00411630012172
POLE2 E2F1 0.00411900954348
EGR3 GABPA 0.00291771681054
EGR1 MEIS2 0.0124734548178
GLI3 MEIS2 0.0108268227236
HOXB3 THRB 0.00744068738849
MXD3 TBX5 0.0295376386828
NHLH1 ZNF148 0.001943984165
PRDM1 REST 0.00553990403738
MAD1L1 GATA2 0.00560106824406
CASP8 SP1 0.000569436748981
MEIS2 GTF2A2 0.012316672993
PLK4 E2F1 0.00423669135674
SMAD7 TRIM28 0.00211654748905
PATZ1 HSF2 0.00690793903323
FOXM1 ZNF263 0.00212880807924
RUNX1 FOXO1 0.00256331125279
MAFB DDIT3 0.0097365106319
E2F2 CDCA7 0.314905057459
NFIX MYBL2 0.0163999807102
SOX8 ZNF148 0.00129369809093
ELF1 JUNB 0.00552812524543
ITGB2 ELF1 0.00498465236473
IRF8 MEIS2 0.00961885313613
SP1 NFE2L3 0.0138668908495
NFE2L3 RFX2 0.012292605647
MEF2A DEAF1 0.00349288209448
ZNF238 TRIM28 0.0018628018312
DLX2 SPI1 0.00405850139515
MAFG SP1 0.00117401930763
SP1 HAND2 0.0298399469701
SP1 EN1 0.0429789701346
EPOR SP1 0.000566744753764
EGR3 TFAP4 0.00944541924066
EGR1 ETV4 0.0160420714152
HSF1 MAZ 0.00333702305767
RELA SIRT6 0.00901982037125
RBPJ IRF8 0.00689790588071
DLX1 EGR3 0.00442817207898
EGR1 ELK3 0.0138257445436
SRF STAT1 0.00364034975399
STAT1 JUNB 0.00603285383197
SIRT6 NFYA 0.0018321063217
MYCN POU2F1 0.00653988605487
SREBF2 NFIX 0.00470837275585
POU2F1 ELF1 0.00636282218304
BRF1 SREBF2 0.00324772822681
SP1 NFKBIA 0.209683996452
TRIM28 RBPJ 0.0030605696422
STAT1 ATF6 0.00425189881557
GABPA DDIT3 0.0105516723378
ZNF238 EGR1 0.00437106719273
RB1 SREBF2 0.00312031831762
THRB HOXB3 0.0187153809559
STAT5A GLUL 0.225798367383
MAP1LC3A E2F1 0.00411900954348
GLI3 ZNF143 0.00171964218743
ZNF384 SOX11 0.0145887375388
PLSCR1 FOXO1 0.00161605761344
ZNF148 HOXD3 0.0230383636519
MEF2A ZNF217 0.0146203505921
EGR3 ITGB2 0.0170567394856
DEAF1 HBP1 0.00359071373538
NEK2 FOXO1 0.00160989647068
TP73 TBX5 0.0263695571077
TCF3 CUX1 0.00445306451713
SPI1 SP1 0.00164204860863
RELA ZNF238 0.00888629690782
ASCL1 RBPJ 0.00278010403349
SMAD1 JUNB 0.00521492339857
HINFP HAND2 0.0163123785662
